Date,Asset,Active_Addresses,Tx_Count,Transfer_Volume_USD,Hash_Rate,Network_Cap_USD
2020-01-01,BTC-USD,524360,251867,,,130045090385.52066
2020-01-02,BTC-USD,671016,291935,,,125998424153.41441
2020-01-03,BTC-USD,721747,323153,,,132697278148.87724
2020-01-04,BTC-USD,611397,282301,,,133217976217.07286
2020-01-05,BTC-USD,597061,288212,,,133275875181.57004
2020-01-06,BTC-USD,724219,297843,,,140914223163.34763
2020-01-07,BTC-USD,775757,347212,,,147651200706.58707
2020-01-08,BTC-USD,754553,318633,,,146279253219.06857
2020-01-09,BTC-USD,773570,322838,,,141892197199.8546
2020-01-10,BTC-USD,792103,332463,,,147582961219.60855
2020-01-11,BTC-USD,640445,303555,,,145823708888.97903
2020-01-12,BTC-USD,581504,278853,,,148245508556.63815
2020-01-13,BTC-USD,705443,299786,,,147486087356.75323
2020-01-14,BTC-USD,850757,346978,,,160363065666.57037
2020-01-15,BTC-USD,759192,328833,,,160039732750.46997
2020-01-16,BTC-USD,739283,326587,,,158372266764.6234
2020-01-17,BTC-USD,756728,323884,,,161911295166.55798
2020-01-18,BTC-USD,649187,290970,,,162210132689.5925
2020-01-19,BTC-USD,622774,282105,,,157851016737.10883
2020-01-20,BTC-USD,741539,312967,,,156938999926.55887
2020-01-21,BTC-USD,756250,311835,,,158674938268.75873
2020-01-22,BTC-USD,771727,326380,,,157183956412.81653
2020-01-23,BTC-USD,789764,337280,,,152083761530.03436
2020-01-24,BTC-USD,720051,311823,,,153136024721.92358
2020-01-25,BTC-USD,665971,283292,,,151723896967.7877
2020-01-26,BTC-USD,544915,256739,,,155904701538.4813
2020-01-27,BTC-USD,726725,285400,,,161884843101.65765
2020-01-28,BTC-USD,812560,339784,,,169092343462.29312
2020-01-29,BTC-USD,767507,340075,,,169375757160.80072
2020-01-30,BTC-USD,765495,332584,,,172977064840.9766
2020-01-31,BTC-USD,762130,329369,,,170235489635.29547
2020-02-01,BTC-USD,743933,304884,,,170700764231.1812
2020-02-02,BTC-USD,706042,292383,,,169944201721.52515
2020-02-03,BTC-USD,879860,336226,,,168877320922.92273
2020-02-04,BTC-USD,764885,307816,,,166741659168.92722
2020-02-05,BTC-USD,823713,363153,,,175251271661.8097
2020-02-06,BTC-USD,765225,321928,,,177290742754.4812
2020-02-07,BTC-USD,865396,333319,,,178418176338.2741
2020-02-08,BTC-USD,709380,315526,,,180456453565.47943
2020-02-09,BTC-USD,695691,318974,,,184841757420.96796
2020-02-10,BTC-USD,703356,295461,,,179781557317.70132
2020-02-11,BTC-USD,885934,361869,,,187082260809.49307
2020-02-12,BTC-USD,822547,350973,,,188701754427.22528
2020-02-13,BTC-USD,815808,336765,,,186449612688.87488
2020-02-14,BTC-USD,741471,329123,,,188764467553.96008
2020-02-15,BTC-USD,736640,316931,,,180586089679.5512
2020-02-16,BTC-USD,655188,299527,,,181338404100.27716
2020-02-17,BTC-USD,773751,337935,,,176456501278.73737
2020-02-18,BTC-USD,783570,327054,,,185809970500.2769
2020-02-19,BTC-USD,792783,340104,,,175633653604.36676
2020-02-20,BTC-USD,766448,311982,,,175248312859.8305
2020-02-21,BTC-USD,768521,341390,,,176866847060.14252
2020-02-22,BTC-USD,660812,300166,,,176400759691.95303
2020-02-23,BTC-USD,622397,289114,,,181844233521.0456
2020-02-24,BTC-USD,758122,328045,,,175938223869.06973
2020-02-25,BTC-USD,743278,339313,,,170416481768.15714
2020-02-26,BTC-USD,778003,328537,,,160484737731.94965
2020-02-27,BTC-USD,777389,338194,,,160138648318.09406
2020-02-28,BTC-USD,778213,361653,,,159637227806.11615
2020-02-29,BTC-USD,679597,309086,,,156578133370.52316
2020-03-01,BTC-USD,674209,312717,,,155861469107.4843
2020-03-02,BTC-USD,829550,341655,,,162527997441.39096
2020-03-03,BTC-USD,840712,346828,,,160037302982.88947
2020-03-04,BTC-USD,857423,350503,,,159828523652.16946
2020-03-05,BTC-USD,793221,350421,,,165436849061.72723
2020-03-06,BTC-USD,804945,338758,,,166996546604.07248
2020-03-07,BTC-USD,682432,313782,,,162472116275.45233
2020-03-08,BTC-USD,654911,304534,,,148087581459.68747
2020-03-09,BTC-USD,809850,347351,,,144208663316.8568
2020-03-10,BTC-USD,807778,329508,,,144469037207.9867
2020-03-11,BTC-USD,728889,290284,,,145018062262.11853
2020-03-12,BTC-USD,909601,346057,,,90594963612.14102
2020-03-13,BTC-USD,786409,279662,,,102813464913.33212
2020-03-14,BTC-USD,772769,276029,,,94006442635.74617
2020-03-15,BTC-USD,629326,224876,,,97914100475.66948
2020-03-16,BTC-USD,725120,269587,,,91605131343.43858
2020-03-17,BTC-USD,765477,279277,,,98992911188.38045
2020-03-18,BTC-USD,633373,233212,,,98556166961.53716
2020-03-19,BTC-USD,709786,265543,,,113387926283.63892
2020-03-20,BTC-USD,734614,282852,,,112858928752.33304
2020-03-21,BTC-USD,637554,238359,,,112899238722.37125
2020-03-22,BTC-USD,579901,215499,,,106596676162.61998
2020-03-23,BTC-USD,667486,256978,,,118596229879.9552
2020-03-24,BTC-USD,736233,280363,,,123885010000.73076
2020-03-25,BTC-USD,587460,219772,,,122336819602.86874
2020-03-26,BTC-USD,889704,286521,,,123529655865.11256
2020-03-27,BTC-USD,807651,273175,,,118720168235.13582
2020-03-28,BTC-USD,627230,241957,,,113993881635.10356
2020-03-29,BTC-USD,591287,234751,,,108024157456.33168
2020-03-30,BTC-USD,770915,278279,,,117769335877.16364
2020-03-31,BTC-USD,816889,288338,,,117699377550.73596
2020-04-01,BTC-USD,824108,285331,,,121567948718.78664
2020-04-02,BTC-USD,798186,300020,,,124319187619.56122
2020-04-03,BTC-USD,750332,276158,,,123582890115.26344
2020-04-04,BTC-USD,657862,255653,,,125574707299.76088
2020-04-05,BTC-USD,596364,237774,,,124323256506.53989
2020-04-06,BTC-USD,780832,282652,,,133623484237.36052
2020-04-07,BTC-USD,938358,310534,,,131613942980.88837
2020-04-08,BTC-USD,760207,283150,,,135007499015.4844
2020-04-09,BTC-USD,730620,289249,,,133691736771.83572
2020-04-10,BTC-USD,735297,286082,,,125651576499.1472
2020-04-11,BTC-USD,634944,249141,,,126093134474.85796
2020-04-12,BTC-USD,618062,232510,,,127855655280.20236
2020-04-13,BTC-USD,764583,281944,,,125761756556.48576
2020-04-14,BTC-USD,843493,303129,,,125995393496.61522
2020-04-15,BTC-USD,926278,309402,,,121426948476.36131
2020-04-16,BTC-USD,880665,321911,,,130646764661.29407
2020-04-17,BTC-USD,844316,287202,,,129807584723.91763
2020-04-18,BTC-USD,847811,285552,,,133147082134.64836
2020-04-19,BTC-USD,718815,254065,,,131097348953.0472
2020-04-20,BTC-USD,842251,307154,,,125666280331.4737
2020-04-21,BTC-USD,818062,311455,,,125993555759.75612
2020-04-22,BTC-USD,762361,283681,,,130649148893.33508
2020-04-23,BTC-USD,935989,327396,,,137355657612.58064
2020-04-24,BTC-USD,893187,317682,,,137696355773.91336
2020-04-25,BTC-USD,813456,278517,,,138283235766.52548
2020-04-26,BTC-USD,724250,257046,,,140980890871.95996
2020-04-27,BTC-USD,876229,311090,,,142708646056.54214
2020-04-28,BTC-USD,926669,326468,,,142584301338.06653
2020-04-29,BTC-USD,911617,330308,,,160803082691.93655
2020-04-30,BTC-USD,947585,320861,,,158809421388.64795
2020-05-01,BTC-USD,955523,330551,,,162553244139.45322
2020-05-02,BTC-USD,970554,292646,,,164804644177.09622
2020-05-03,BTC-USD,909805,283545,,,163345766860.5667
2020-05-04,BTC-USD,889636,324017,,,163090820830.57187
2020-05-05,BTC-USD,970464,327645,,,165016848605.14212
2020-05-06,BTC-USD,972369,334650,,,170193754397.31735
2020-05-07,BTC-USD,1020443,343684,,,183563057935.82147
2020-05-08,BTC-USD,949216,324693,,,181110769243.21515
2020-05-09,BTC-USD,906900,310119,,,175947135264.4346
2020-05-10,BTC-USD,869262,283795,,,160124072157.514
2020-05-11,BTC-USD,999192,311653,,,157872468635.6263
2020-05-12,BTC-USD,954129,342304,,,162025896130.1576
2020-05-13,BTC-USD,858458,299956,,,171326433776.82504
2020-05-14,BTC-USD,880861,268116,,,180122509712.8674
2020-05-15,BTC-USD,895670,311224,,,171411642923.92416
2020-05-16,BTC-USD,880534,295280,,,172679781082.16855
2020-05-17,BTC-USD,763444,236007,,,177961786342.58984
2020-05-18,BTC-USD,970423,275691,,,178784109758.02524
2020-05-19,BTC-USD,890493,272964,,,179293853008.8648
2020-05-20,BTC-USD,865708,276199,,,174916798054.94452
2020-05-21,BTC-USD,928630,302259,,,166709322797.2722
2020-05-22,BTC-USD,797526,278942,,,168425526445.20764
2020-05-23,BTC-USD,848702,267042,,,168833981124.71753
2020-05-24,BTC-USD,807939,216545,,,161901602383.70032
2020-05-25,BTC-USD,828919,267395,,,163801506583.1173
2020-05-26,BTC-USD,852839,286759,,,162446796724.567
2020-05-27,BTC-USD,913075,299984,,,168594311360.4419
2020-05-28,BTC-USD,866559,299064,,,175942441112.01053
2020-05-29,BTC-USD,852420,282773,,,173451927876.11584
2020-05-30,BTC-USD,902498,284116,,,178229021212.69913
2020-05-31,BTC-USD,801889,258529,,,173498114784.08786
2020-06-01,BTC-USD,870833,302044,,,187579162621.12015
2020-06-02,BTC-USD,899961,308948,,,174955641656.20303
2020-06-03,BTC-USD,950153,311153,,,177353695666.68335
2020-06-04,BTC-USD,884109,315771,,,180509824980.4644
2020-06-05,BTC-USD,918647,331389,,,177366559896.12006
2020-06-06,BTC-USD,771819,281291,,,177871013185.53003
2020-06-07,BTC-USD,690992,254724,,,179332370530.26468
2020-06-08,BTC-USD,986341,316297,,,179742635817.0348
2020-06-09,BTC-USD,910121,328115,,,179937869950.94925
2020-06-10,BTC-USD,909669,324907,,,181953971577.1867
2020-06-11,BTC-USD,1048342,336672,,,170722019602.6722
2020-06-12,BTC-USD,909615,309817,,,174020249655.49988
2020-06-13,BTC-USD,800767,283164,,,174124777106.15344
2020-06-14,BTC-USD,698545,279097,,,171956092423.66223
2020-06-15,BTC-USD,867844,292792,,,173775784553.95013
2020-06-16,BTC-USD,986219,343031,,,175233403355.5358
2020-06-17,BTC-USD,918592,330975,,,173927344699.74097
2020-06-18,BTC-USD,854866,283106,,,172853988352.52893
2020-06-19,BTC-USD,947402,345029,,,170947837087.2992
2020-06-20,BTC-USD,760742,281510,,,172268442692.22974
2020-06-21,BTC-USD,710176,256980,,,170941759573.137
2020-06-22,BTC-USD,850006,307776,,,178312062949.33447
2020-06-23,BTC-USD,1034537,351192,,,176979435527.31827
2020-06-24,BTC-USD,917620,311143,,,171117809729.41803
2020-06-25,BTC-USD,901033,315538,,,170282202496.18005
2020-06-26,BTC-USD,929963,328405,,,168676929867.51587
2020-06-27,BTC-USD,761896,272210,,,165788426484.10727
2020-06-28,BTC-USD,686270,265941,,,167747274213.1566
2020-06-29,BTC-USD,962232,314488,,,169158669350.11176
2020-06-30,BTC-USD,926238,306323,,,168425183323.96924
2020-07-01,BTC-USD,1078007,378081,,,170228061576.57693
2020-07-02,BTC-USD,951042,339419,,,167530480365.48853
2020-07-03,BTC-USD,944676,327948,,,167029509726.42023
2020-07-04,BTC-USD,799989,292761,,,168135124719.26672
2020-07-05,BTC-USD,771473,273114,,,167285746564.34164
2020-07-06,BTC-USD,989688,337284,,,172072688838.19153
2020-07-07,BTC-USD,969354,349022,,,170482981402.3037
2020-07-08,BTC-USD,1024085,347004,,,173853010956.3395
2020-07-09,BTC-USD,1033334,360126,,,170120535332.4796
2020-07-10,BTC-USD,976205,345294,,,171119820222.7931
2020-07-11,BTC-USD,885970,310565,,,170243300036.21756
2020-07-12,BTC-USD,745665,280425,,,171209151295.98776
2020-07-13,BTC-USD,909653,311275,,,170250451857.34445
2020-07-14,BTC-USD,993499,357160,,,170696262854.64993
2020-07-15,BTC-USD,971186,318436,,,169531276215.83417
2020-07-16,BTC-USD,966383,347671,,,168356814754.77936
2020-07-17,BTC-USD,847984,290533,,,168803722440.9125
2020-07-18,BTC-USD,892684,313304,,,169169500525.0169
2020-07-19,BTC-USD,872974,274629,,,169968646771.39542
2020-07-20,BTC-USD,940265,312187,,,169024417398.20532
2020-07-21,BTC-USD,927506,313100,,,173113620548.55356
2020-07-22,BTC-USD,1017627,362798,,,175753097015.691
2020-07-23,BTC-USD,977856,336506,,,177197885133.97803
2020-07-24,BTC-USD,1083981,369218,,,176081404997.34537
2020-07-25,BTC-USD,972156,290603,,,178936500441.52332
2020-07-26,BTC-USD,999311,301312,,,183214872171.02325
2020-07-27,BTC-USD,1022491,325521,,,203745302795.425
2020-07-28,BTC-USD,1059084,354433,,,201875831190.2685
2020-07-29,BTC-USD,1039672,348023,,,205043166412.04987
2020-07-30,BTC-USD,968423,329417,,,205414465076.5148
2020-07-31,BTC-USD,1062923,355688,,,209166479251.11777
2020-08-01,BTC-USD,954055,292274,,,217651287744.11752
2020-08-02,BTC-USD,950873,287133,,,204681196754.4121
2020-08-03,BTC-USD,1080975,334722,,,207313812355.99893
2020-08-04,BTC-USD,1003351,331448,,,206706903819.03012
2020-08-05,BTC-USD,957619,291603,,,216288798767.41125
2020-08-06,BTC-USD,1120216,355285,,,217183602498.0373
2020-08-07,BTC-USD,1049182,327415,,,214051270852.34103
2020-08-08,BTC-USD,951540,277399,,,216719847497.1544
2020-08-09,BTC-USD,911571,275199,,,215577945675.7649
2020-08-10,BTC-USD,967780,307280,,,219092059149.64685
2020-08-11,BTC-USD,1086328,348465,,,210285619725.4452
2020-08-12,BTC-USD,1049344,342524,,,213672365984.7056
2020-08-13,BTC-USD,952528,330257,,,217336876532.05075
2020-08-14,BTC-USD,1086754,364429,,,217366890107.603
2020-08-15,BTC-USD,973628,309355,,,219086138168.21063
2020-08-16,BTC-USD,892624,293129,,,219701746156.3508
2020-08-17,BTC-USD,878796,289826,,,227394137696.7252
2020-08-18,BTC-USD,1008612,345122,,,221439640459.05893
2020-08-19,BTC-USD,988648,336660,,,216725667041.4704
2020-08-20,BTC-USD,994559,331546,,,219149394201.68213
2020-08-21,BTC-USD,1095556,313078,,,212829910158.46448
2020-08-22,BTC-USD,950674,308966,,,215750103401.7776
2020-08-23,BTC-USD,906460,287940,,,215453504048.67047
2020-08-24,BTC-USD,944242,334304,,,217418476236.22745
2020-08-25,BTC-USD,951716,301021,,,209800287564.57504
2020-08-26,BTC-USD,1030264,328396,,,211908661338.8008
2020-08-27,BTC-USD,947577,324735,,,209010787351.93704
2020-08-28,BTC-USD,1080096,352344,,,212961048996.42532
2020-08-29,BTC-USD,972062,291205,,,212285783092.42407
2020-08-30,BTC-USD,821271,266126,,,216141703644.11383
2020-08-31,BTC-USD,935410,310357,,,215771551563.05804
2020-09-01,BTC-USD,1074307,371778,,,221178432036.76083
2020-09-02,BTC-USD,1029017,320017,,,210918284052.1679
2020-09-03,BTC-USD,983249,309835,,,189620855868.04953
2020-09-04,BTC-USD,1004854,300021,,,193518977097.63437
2020-09-05,BTC-USD,984198,324594,,,187183394233.4417
2020-09-06,BTC-USD,988383,258964,,,189496729938.0876
2020-09-07,BTC-USD,1086059,328020,,,191625655656.81183
2020-09-08,BTC-USD,974053,329714,,,186843957815.11063
2020-09-09,BTC-USD,968245,321941,,,188969405737.1191
2020-09-10,BTC-USD,1103924,343183,,,191040993379.8496
2020-09-11,BTC-USD,951505,308280,,,192018408644.76068
2020-09-12,BTC-USD,890683,297027,,,192953023670.09015
2020-09-13,BTC-USD,803998,256977,,,190847509504.39935
2020-09-14,BTC-USD,1016193,353963,,,197148942307.1638
2020-09-15,BTC-USD,976024,335248,,,199316464218.54663
2020-09-16,BTC-USD,1064243,340027,,,202820681601.6072
2020-09-17,BTC-USD,1101957,347774,,,202240606289.0171
2020-09-18,BTC-USD,974291,326660,,,201952658938.4508
2020-09-19,BTC-USD,892685,292875,,,204804828423.61197
2020-09-20,BTC-USD,820833,261651,,,201992962103.4836
2020-09-21,BTC-USD,946997,299730,,,193386546243.5811
2020-09-22,BTC-USD,968239,311008,,,194587288925.38617
2020-09-23,BTC-USD,1013565,349540,,,189296198403.34613
2020-09-24,BTC-USD,943668,318555,,,198660661113.4665
2020-09-25,BTC-USD,1140261,345399,,,197646881316.5258
2020-09-26,BTC-USD,952990,281747,,,198737347444.74127
2020-09-27,BTC-USD,784428,258919,,,199058270210.58435
2020-09-28,BTC-USD,884124,297685,,,198485049767.5505
2020-09-29,BTC-USD,998051,345931,,,200599609229.0116
2020-09-30,BTC-USD,1118241,351403,,,199337235088.72717
2020-10-01,BTC-USD,922880,304377,,,196278618504.30948
2020-10-02,BTC-USD,996361,315938,,,195611944028.46317
2020-10-03,BTC-USD,1002444,303899,,,195355412926.41483
2020-10-04,BTC-USD,923546,274508,,,197400118730.0376
2020-10-05,BTC-USD,946902,295868,,,199390223520.62772
2020-10-06,BTC-USD,978521,318289,,,196136406784.5261
2020-10-07,BTC-USD,1063425,369576,,,197457351293.61536
2020-10-08,BTC-USD,1033122,329472,,,201824607685.06384
2020-10-09,BTC-USD,1006667,339374,,,205010561255.28888
2020-10-10,BTC-USD,917402,294652,,,209255428096.9055
2020-10-11,BTC-USD,791020,257292,,,210661427269.15652
2020-10-12,BTC-USD,945894,315903,,,213822180181.52505
2020-10-13,BTC-USD,1049377,330320,,,211733795569.96
2020-10-14,BTC-USD,952949,318750,,,211413713271.8805
2020-10-15,BTC-USD,1035214,337702,,,213007298065.68048
2020-10-16,BTC-USD,973228,319791,,,209988812323.3502
2020-10-17,BTC-USD,851147,278655,,,210440997243.65863
2020-10-18,BTC-USD,744786,234650,,,212798348506.64096
2020-10-19,BTC-USD,930306,303148,,,217552387640.84076
2020-10-20,BTC-USD,1011847,331386,,,220964546714.08163
2020-10-21,BTC-USD,1013298,308240,,,237997872158.0872
2020-10-22,BTC-USD,1048775,341549,,,240769151101.22614
2020-10-23,BTC-USD,977710,321018,,,239963373092.9489
2020-10-24,BTC-USD,1098917,304224,,,242947944356.6773
2020-10-25,BTC-USD,851199,242596,,,241619421843.6139
2020-10-26,BTC-USD,825846,255058,,,242351238993.11288
2020-10-27,BTC-USD,827512,255102,,,253381084990.52963
2020-10-28,BTC-USD,817505,259212,,,246252469508.29257
2020-10-29,BTC-USD,887772,277836,,,249687307271.2864
2020-10-30,BTC-USD,901403,267995,,,252069964041.1888
2020-10-31,BTC-USD,875335,274513,,,255858690808.36392
2020-11-01,BTC-USD,897445,276664,,,254566075299.39197
2020-11-02,BTC-USD,777173,225214,,,251954997135.1448
2020-11-03,BTC-USD,1029970,330051,,,259405133239.1944
2020-11-04,BTC-USD,1175181,319925,,,261869847340.3332
2020-11-05,BTC-USD,1071518,319993,,,289264831869.5576
2020-11-06,BTC-USD,1080743,334639,,,289511558679.5521
2020-11-07,BTC-USD,1055012,273328,,,275574713602.1555
2020-11-08,BTC-USD,920529,243396,,,287333823623.85486
2020-11-09,BTC-USD,1188873,320528,,,284011407032.1132
2020-11-10,BTC-USD,1026623,308276,,,284015391004.3896
2020-11-11,BTC-USD,1004339,318925,,,291667576115.5471
2020-11-12,BTC-USD,1064270,329630,,,302040192101.93146
2020-11-13,BTC-USD,999523,301426,,,302800641127.13446
2020-11-14,BTC-USD,915336,272079,,,298586257209.3901
2020-11-15,BTC-USD,845204,248137,,,296464022985.17487
2020-11-16,BTC-USD,1041491,312340,,,310505840495.72095
2020-11-17,BTC-USD,1142716,350945,,,327939414604.2494
2020-11-18,BTC-USD,1197076,362407,,,330230533165.07886
2020-11-19,BTC-USD,1052034,309724,,,330505057657.63434
2020-11-20,BTC-USD,1177776,346562,,,346200022367.58093
2020-11-21,BTC-USD,1007240,308830,,,347013829881.6223
2020-11-22,BTC-USD,875364,273653,,,342880566989.43976
2020-11-23,BTC-USD,1014814,301519,,,340867272937.9125
2020-11-24,BTC-USD,1052398,330918,,,355298609040.9366
2020-11-25,BTC-USD,1127776,362628,,,347861028434.87366
2020-11-26,BTC-USD,1115848,321713,,,317546987940.7591
2020-11-27,BTC-USD,1099990,323696,,,317338674284.2633
2020-11-28,BTC-USD,1038684,292638,,,329301680033.60706
2020-11-29,BTC-USD,875712,259705,,,337585701789.79
2020-11-30,BTC-USD,903580,262264,,,364945525705.5228
2020-12-01,BTC-USD,1179012,378285,,,349303591166.3211
2020-12-02,BTC-USD,1015318,327335,,,356636727016.0429
2020-12-03,BTC-USD,1165469,343706,,,361396895344.4884
2020-12-04,BTC-USD,1070208,315591,,,347727590891.8358
2020-12-05,BTC-USD,1077064,283933,,,354829406548.3851
2020-12-06,BTC-USD,906549,256611,,,359332231927.7029
2020-12-07,BTC-USD,1017188,305857,,,356117524229.7686
2020-12-08,BTC-USD,1057637,329557,,,340517159295.926
2020-12-09,BTC-USD,1059284,323845,,,344872497185.5556
2020-12-10,BTC-USD,995137,311527,,,339691449525.13635
2020-12-11,BTC-USD,1078069,304342,,,335379162360.3685
2020-12-12,BTC-USD,962538,296177,,,349349325775.85046
2020-12-13,BTC-USD,938739,274709,,,355733532179.7954
2020-12-14,BTC-USD,977389,313940,,,358177564948.9231
2020-12-15,BTC-USD,1047043,322798,,,360902935454.3275
2020-12-16,BTC-USD,1098912,313973,,,396917110350.8976
2020-12-17,BTC-USD,1066159,308001,,,423282074598.6717
2020-12-18,BTC-USD,1194851,377227,,,428124525372.75903
2020-12-19,BTC-USD,1158142,339766,,,443156630306.5704
2020-12-20,BTC-USD,1075417,282293,,,437081860159.9275
2020-12-21,BTC-USD,1126710,274086,,,426120094395.11053
2020-12-22,BTC-USD,1095221,322307,,,441365046263.01465
2020-12-23,BTC-USD,1138302,337585,,,433034297725.00934
2020-12-24,BTC-USD,969168,271363,,,440491441936.2526
2020-12-25,BTC-USD,1021183,298020,,,458379042147.35565
2020-12-26,BTC-USD,957062,277615,,,492013050503.56146
2020-12-27,BTC-USD,1049825,304240,,,491160219103.0907
2020-12-28,BTC-USD,1154354,314503,,,502494772100.1416
2020-12-29,BTC-USD,1146131,334580,,,506086032710.1856
2020-12-30,BTC-USD,1221579,340919,,,536101921073.2669
2020-12-31,BTC-USD,1193822,338444,,,539441388030.4845
2021-01-01,BTC-USD,1001890,261318,,,546123272590.4994
2021-01-02,BTC-USD,1140633,297595,,,595262299159.9148
2021-01-03,BTC-USD,1184688,359641,,,618626936448.978
2021-01-04,BTC-USD,1270082,370865,,,591228627330.577
2021-01-05,BTC-USD,1230529,355008,,,632366860903.1603
2021-01-06,BTC-USD,1344921,398455,,,681305813105.2504
2021-01-07,BTC-USD,1292297,402123,,,729174942657.4891
2021-01-08,BTC-USD,1237271,358440,,,758214680099.2676
2021-01-09,BTC-USD,1094947,318922,,,750723981944.456
2021-01-10,BTC-USD,1177151,332604,,,712801739056.71
2021-01-11,BTC-USD,1211948,333441,,,655932811964.7596
2021-01-12,BTC-USD,1202314,336350,,,627006493875.7682
2021-01-13,BTC-USD,1163164,320071,,,693700965812.7666
2021-01-14,BTC-USD,1167975,338553,,,726267001112.6581
2021-01-15,BTC-USD,1209589,345053,,,682866609536.3408
2021-01-16,BTC-USD,1115276,308421,,,672984205338.4072
2021-01-17,BTC-USD,1002014,268872,,,671017747596.7164
2021-01-18,BTC-USD,1077578,313873,,,680805649185.9204
2021-01-19,BTC-USD,1095890,326366,,,674436786184.2588
2021-01-20,BTC-USD,1107233,315516,,,660799562908.8003
2021-01-21,BTC-USD,1059467,288464,,,577236765327.8912
2021-01-22,BTC-USD,1115180,326671,,,613799933930.6252
2021-01-23,BTC-USD,1128728,303320,,,596151049200.8364
2021-01-24,BTC-USD,1004162,254109,,,599525276803.4537
2021-01-25,BTC-USD,1121794,312958,,,603342567061.9476
2021-01-26,BTC-USD,1182517,335923,,,607487059172.2292
2021-01-27,BTC-USD,1106142,323598,,,565048354264.0007
2021-01-28,BTC-USD,1097896,325159,,,623751131789.6173
2021-01-29,BTC-USD,1208741,339577,,,635972641065.8976
2021-01-30,BTC-USD,1087755,313065,,,639422511060.5605
2021-01-31,BTC-USD,1063553,287082,,,617261741250.7816
2021-02-01,BTC-USD,999221,283467,,,624964623033.4149
2021-02-02,BTC-USD,1202183,363397,,,662713622887.4319
2021-02-03,BTC-USD,1187019,345764,,,699653042694.9592
2021-02-04,BTC-USD,1226684,367536,,,691327294031.8641
2021-02-05,BTC-USD,1257476,360061,,,708426864829.8851
2021-02-06,BTC-USD,1147256,328082,,,732604037089.1453
2021-02-07,BTC-USD,1159518,286807,,,726334667736.0048
2021-02-08,BTC-USD,1249543,340919,,,858953685019.9965
2021-02-09,BTC-USD,1174227,359788,,,866933160142.6617
2021-02-10,BTC-USD,1191329,340736,,,839594904533.2678
2021-02-11,BTC-USD,1052110,301861,,,892058461589.6199
2021-02-12,BTC-USD,1157108,347247,,,885253081022.2079
2021-02-13,BTC-USD,1217682,333184,,,879402263106.5962
2021-02-14,BTC-USD,1122976,297041,,,909647017116.4133
2021-02-15,BTC-USD,1140491,312281,,,896287524856.9435
2021-02-16,BTC-USD,989854,293716,,,915516034419.288
2021-02-17,BTC-USD,1134666,318209,,,973028220227.9847
2021-02-18,BTC-USD,1138881,317446,,,962361657680.0498
2021-02-19,BTC-USD,1248515,340244,,,1040119985987.2585
2021-02-20,BTC-USD,1187083,321732,,,1040940814716.2908
2021-02-21,BTC-USD,1047141,272006,,,1071530978098.8726
2021-02-22,BTC-USD,1094544,284119,,,1005448041778.174
2021-02-23,BTC-USD,1054613,288011,,,905007959206.9448
2021-02-24,BTC-USD,1230122,354258,,,923821685553.8049
2021-02-25,BTC-USD,1217040,328850,,,886607289246.5886
2021-02-26,BTC-USD,1114180,305149,,,861739395614.1508
2021-02-27,BTC-USD,1202477,322758,,,854379730435.3794
2021-02-28,BTC-USD,1033508,252499,,,845561698558.5696
2021-03-01,BTC-USD,1073523,278708,,,925293484700.9192
2021-03-02,BTC-USD,1119669,340722,,,900547396139.7251
2021-03-03,BTC-USD,1185450,332985,,,945073444270.1715
2021-03-04,BTC-USD,1042797,290966,,,903765934807.9712
2021-03-05,BTC-USD,1154593,315193,,,909927285417.9523
2021-03-06,BTC-USD,1147083,288073,,,913138122157.5786
2021-03-07,BTC-USD,1043256,259265,,,952640081754.0468
2021-03-08,BTC-USD,1164249,294249,,,971375568436.1802
2021-03-09,BTC-USD,1088598,299423,,,1020854485706.3766
2021-03-10,BTC-USD,1165773,342661,,,1046585269945.1644
2021-03-11,BTC-USD,1084417,293471,,,1078920786628.1328
2021-03-12,BTC-USD,1186618,320069,,,1069413682211.764
2021-03-13,BTC-USD,1104466,276253,,,1143221861398.156
2021-03-14,BTC-USD,1155175,305716,,,1117480223465.9624
2021-03-15,BTC-USD,1167577,295380,,,1046936085343.0632
2021-03-16,BTC-USD,1161912,319854,,,1054064969221.1396
2021-03-17,BTC-USD,1110541,290856,,,1094833523737.9852
2021-03-18,BTC-USD,1219716,335857,,,1077134892562.373
2021-03-19,BTC-USD,1158820,315088,,,1085335421881.5612
2021-03-20,BTC-USD,1124513,281882,,,1086879746950.0336
2021-03-21,BTC-USD,1112554,240660,,,1072009014284.5457
2021-03-22,BTC-USD,1144113,295471,,,1016175922879.4512
2021-03-23,BTC-USD,1234149,316687,,,1018292446531.0492
2021-03-24,BTC-USD,1153475,301818,,,981610902742.6876
2021-03-25,BTC-USD,1218346,320449,,,962095893978.6096
2021-03-26,BTC-USD,1085835,293636,,,1023188726799.0096
2021-03-27,BTC-USD,1149403,286113,,,1045679651161.9392
2021-03-28,BTC-USD,1063472,244181,,,1040008229552.0004
2021-03-29,BTC-USD,1115525,307500,,,1074749924159.922
2021-03-30,BTC-USD,1154381,323613,,,1095587035147.4468
2021-03-31,BTC-USD,1234495,330775,,,1097654385790.0288
2021-04-01,BTC-USD,1145125,315091,,,1098207717359.3289
2021-04-02,BTC-USD,1103476,302587,,,1102228015142.824
